text,category
Asoooya thonua ikka...  Ikkka nigalu Maass aanu,Positive
Innaleyaaane kandath super Padam..... ellarum famlyaaayi poyi kanan super abinayam,Positive
Masss katta waiting Ikka rajuettan fans,Positive
2019 eattande um ikkade um thanne anu makkale....,Positive
ikka fansum onnu kandu sahakarikanam ennu abhyarthikkunnu,Positive
2019 Mammokka angeduthunnu parayan paranju.,Positive
Jeevathod chernn nilkunna padangal aanu lalettanum mammokkayum cheyyendath... waiting lalattan fans,Positive
Unniyettan Polichuu.Unni Mukundan Fans Like Here,Positive
Adi poli ini relees aayal mathi,Positive
ethil pritvi kanum en manas parayunnu,Positive
Superb ikka njn oru ettan ഫാൻ,Positive
eth theatre allaam onn  kulukkum,Positive
Rajuettan making super...ini padam koode super hit aya mathi,Positive
KATTA WAITING  ////./../// FOR  LALETTANSZZZZ MAGIC.....,Positive
Ente ponno oru rkshayum illa,Positive
1 divasam 3l kudutal tavane kanunavar arokke und,Positive
Mammukka ningale kurich onnum parayanillaa ith enthe avasanathe vakkaaa  storong 999,Positive
Ente ponnikka ingal enna monj aane,Positive
No words dileepettaaa... best actor and janapriya nayakan beautiful trailer,Positive
L2  EMPURAN LOADING SOON..KALLI THEERNILLA MAKKALLE .,Positive
Prayaththe vellunna meyazhakkam ulla nadanan megastar.prayam marannulla aareyum athishayippikkunna actions aan enikk eetavum kooduthal ishtappettath,Positive
Enna.....or kidilan bgn aanu.. ith polikkum,Positive
vndum vndum kanan njanum und ettan,Positive
Ithu oru poli polikum  item,Positive
Appo engane pullaare... Pwolikuvalle,Positive
Charithra purushyan  Living legend  Mahanadanam Megastar mammootty,Positive
Oro thavana kanumbozhum romanjam ikkaaaaa,Positive
Action  scene itra manoharamai chaiyyan unniyettane kazhinje ollu bakki ellarum.......chettante carrier best aayirikkum ChandrothPanickar enna kadhapatram...waiting,Positive
Kidu item myrole...onnum parayanilllaa....adipwoli...fdfs.    Lockeddd .ikkkkkkkaaaa loveee uuu,Positive
Adipowli trailor rajuvetta ettane powerful eyes ela seenillum,Positive
Rajayum rajede pillarum stonga tripple strong,Positive
Mammootty ..    Mamangam Trailer..  Vere.. vere..Vere level,Positive
Nalla kidilan trailer. nalla oru family entertainer aanenu thonnunu,Positive
Pazhassiraja sharathkumar polichath pole mamankam unnimukundanum polichadukkatte.... Fit body yaar,Positive
Poli ploi nte ponno romanjam,Positive
Athiradi mass aaan ippol thonuva chilarude realease onnum mattandayirunnu enn oru olathin,Positive
35 minutes...watched 5 more times...Stephen nedumpalliyude kalikalkku waiting...,Positive
Poli......poli....super ikka poli super double super,Positive
Padam mass verum mass alla kola mass,Positive
njan oru katta ettan fan pakshe ikkayude ee unda pollikkum,Positive
Kuduthal thavaana kanannu thunnuna padam annu oru rakshayum illa polliwchu,Positive
Ikkante trailerlum polichu. lalettante trailer polichu.we vacation adipoliyayirikum.,Positive
ikka mass alle.lalettan fAns kude ondu,Positive
angana pritviye kanan 5 july,Positive
Lalettan Lucifer pwolich.... aduttat Mammookka de Madura Raja.... malayalatile 2 megastars,Positive
Kandu pinnum kandu veendum kandu sheham kandu ippol kandu ithu kazhinuu kandu,Positive
Oru Adaaar Item  Ikka pwolikkum Marana Maaasssssss,Positive
Nde ponnu idivitte powlich adachu adichu powlikkeda makkale mammoooka,Positive
Oru narasimham usthad okke orumich kanda oru sughm kittyy... kuliroodu kuliru... laaleettaa... raju... no rekshaa... iniyum kaanan thonnunnavr like,Positive
Eganegilum 12 aam thiyathi aaya mathiyaayirunnu katta waiting,Positive
Veendum veendum Vann kaanunnath njan maathramaano,Positive
Enthaylum... Oru adaar feel undu... Tamil look,Positive
68 tikayunna youthanu veendum oru perunnal sammanam prisharadi vaka..,Positive
Pwoli trailer sunny chechiii istam ikka jeevanaanu,Positive
padam hit.....pani ariyavunnavar film pidichal trailer kandalum goosebumps varum,Positive
L.. Prithviraj  lalettanilude oru adaar item thanne kond vanno...,Positive
Adipoli trailer movie kanan wi8ing. oru psycho indannu prathishikaam,Positive
Ikka fan aanne  Ennalum parayuva kolakolli item,Positive
Ithe kandirikkum enn ullvar like itte pokko,Positive
Njan laletten fananu ...  pakshe trailer kandu romam enittu nikkinnu,Positive
ikka and rajuettan... uff goose bumps,Positive
Sound athu screenil kanam  lalettan polikkum,Positive
Ine lucifar  loosaavum  illenkil raaja loosakkum ntammo kidu mammookka,Positive
Uff Mammookka'$ entry BGM Stunning trailer,Positive
Evideyo miss aaya pole pazhaya lalettane thirichu kittiya pole..thaadi vecha pinne..payyan pwoli alle....luv u. .Lalettaa...,Positive
Nt ikka ingalu verm ikka allatto ponnikkaya  #romanjified,Positive
Immathiri mass  Last aa chadi idi super Ethu polikkum  Ikka um pillareum triple  Strong aaa,Positive
Anttemoo anthayith akkee kudee oru koritharip,Positive
Aa chekkan polikan ulla ella chance um kanunnund,Positive
Superb Laletta .....Love you lotsssss......Othiri ishtam Lalettane,Positive
Ikka poliyhanu ithreyum prayathil inghanew okke nikkunillew ikka vere level annu poli ahh ikka,Positive
Ayippan poli an muthe ni an muthe hero ayappan fans like,Positive
Odi vidyakal kannan kathu nilkukyanu laletta,Positive
Ente anna oru rakshaym ella.... Adipwoli,Positive
Bgm .. repeat mode .. njan maathram aano?,Positive
Ithilum mikacha trailer swapnangalil mathram,Positive
Mass odiyan Mass kollamass kattaa waiting kidilam,Positive
Katta katta katta katta waiting....cant wait man,Positive
Entho ishtam aanu ellarkum ee Ittimaniye,Positive
ikkaa polichu.. big b mood poli bgm,Positive
Machane pwolii item inka pwolikkum.   Thakarkkum,Positive
Kiduvo kidu.... .. onnum parayan illaa ...,Positive
Laletta adich policho laletta Nigaloru muthaan ie padam Vijayikom nokiko apo,Positive
Powlichu,Positive
LuCIfeR        polichu poli,Positive
Soubinum Suraj ettanum polichuuuu padam poliiiii  oru family ayittum kannan pattiya nalla padaaammm,Positive
E... Nanjankottayil aarudeyumkanneroppan vannavanalla njan... Ennal karayikunnavanteyokkry Tala njan adichupolikum...   Kidu kidu kidu mass punch dialouge....,Positive
Mammokka Ennum oru lahariyaanu.Annum Ennum athbudappeduttiyittey ullu. Padam oru vambhan hittakum..minimum 250cr  kadakkum..lookam vaaythum mammotty enna,Positive
Acting  illa.... baki illathoke pinne,Positive
Ivide Palakkad Jayettan Fans club nnu ashamsakal!!! Adichal romam ennikum athaanu Thrissur pooram,Positive
HBD mammokka       By Die hard ettan fan,Positive
Onnum parayan illa laletta u trigger again ...,Positive
Dear Mammookka,Positive
Onnil kuduthal kanda trailer ambooo powli....,Positive
As a mammokka fan trailer kidukki padam nalla oru vijayamayi theeratte,Positive
Youtube hang avan ready ayiko L,Positive
Onnu urappa full entertainment movie yaa.. Yente ponnu ikka fans onnu kaddak pidichaal oru blockbuster engu poorum ....,Positive
Lalettan - Prithivi combo vera level...  Pwolichu Lalettan & Prithivi fans like adiku makkale,Positive
Mammooka die Hard fans LIKE adichu polikk ith logam kaathu ninna RAJA yude varav ith polikkum,Positive
trailer kidukki look at the likes,Positive
